frame,gt_pilot_dense_feature_loss,init_pilot_dense_feature_loss,refined_pilot_dense_feature_loss,gt_minus_init_loss,gt_minus_refined_loss,gt_chamfer,gt_overlap,rgb_mae,rgb_mse,rgb_psnr_db,valid_depth_ratio
000090.jpg,0.00010121401404224646,0.002703099511563778,0.004579861493160327,-0.0026018854975215313,-0.004478647479118081,0.17084653675556183,0.9599196702251348,2.4360419379340277,11.18187141418457,37.64565867081473,1.0
000091.jpg,0.00011227501454413868,0.002722211298532784,0.004373281456840535,-0.0026099362839886453,-0.004261006442296396,0.1635928750038147,0.9608249165363648,2.4400448269314237,11.254779815673828,37.61743357823973,1.0
000092.jpg,0.00012462522863643244,0.0027187452651560307,0.004623314598575234,-0.002594120036519598,-0.004498689369938802,0.16925080120563507,0.9599260302183369,2.441435072157118,11.241579055786133,37.62253041890353,1.0
000093.jpg,0.00011684252240229398,0.0026852155181889734,0.004731121007353067,-0.0025683729957866794,-0.004614278484950773,0.16769298911094666,0.9610598153352068,2.4389546712239585,11.238481521606445,37.623727250207104,1.0
000094.jpg,0.00012122798943892121,0.0027152128944483898,0.004976812129219373,-0.0025939849050094685,-0.0048555841397804516,0.1748904287815094,0.9590398728751542,2.442452324761285,11.305601119995117,37.597867020895535,1.0
000095.jpg,0.00010806707359733991,0.0027377051301300526,0.004689372144639492,-0.0026296380565327127,-0.004581305071042152,0.17055882513523102,0.9584923966000886,2.443661159939236,11.304388999938965,37.598332670857786,1.0
000096.jpg,0.00011076244724487576,0.0026965915070225797,0.004610794208322962,-0.002585829059777704,-0.004500031761078086,0.16090840101242065,0.9615048664836536,2.44289313422309,11.281719207763672,37.60705074558163,1.0
000097.jpg,9.631863091878283e-05,0.0027164220227859914,0.004485164458552997,-0.0026201033918672087,-0.0043888458276342135,0.1633622944355011,0.9611687326081457,2.447667439778646,11.326560020446777,37.58982330173103,1.0
000098.jpg,0.0001034195253547902,0.0027265878937517605,0.004612734541296959,-0.0026231683683969704,-0.0045093150159421684,0.1584574580192566,0.9619851944531331,2.4510972764756946,11.341132164001465,37.58423949341423,1.0
000099.jpg,0.00011052126986517881,0.002719605923630297,0.004552573198452592,-0.0026090846537651182,-0.004442051928587413,0.15528833866119385,0.9637824839689504,2.442899915907118,11.304329872131348,37.598355386767274,1.0
